name,country,country_code,city,address,latitude,longitude,parent_group,website,founded_year,total_assets_millions_eur,customer_count_thousands,deposit_volume_millions_eur,loan_volume_millions_eur,employee_count,branch_count,reporting_year,mobile_banking,mobile_banking_evidence,open_banking,open_banking_evidence,digital_onboarding,digital_onboarding_evidence,ai_chatbot,ai_chatbot_evidence,devops_cloud,devops_cloud_evidence,featured
Sparbanken i Karlshamn,Sweden,SE,,,0,0,Sparbankernas Riksförbund,https://www.sparbankenikarlshamn.se,,,,,,,,,none,,none,,none,,none,,none,,false
Sparbanken Lidköping,Sweden,SE,,,0,0,Sparbankernas Riksförbund,https://www.sparbankenlidkoping.se,,,,,,,,,none,,none,,none,,none,,none,,false
Sparbanken Nord,Sweden,SE,,,0,0,Sparbankernas Riksförbund,https://www.sparbankennord.se,,,,,,,,,none,,none,,none,,none,,none,,false
Sparbanken Skaraborg,Sweden,SE,,,0,0,Sparbankernas Riksförbund,https://www.sparbankenskaraborg.se,,,,,,,,,none,,none,,none,,none,,none,,false
Sparbanken Skåne,Sweden,SE,,,0,0,Sparbankernas Riksförbund,https://www.sparbankenskane.se,,,,,,,,,none,,none,,none,,none,,none,,false
Sparbanken Spira,Sweden,SE,,,0,0,Sparbankernas Riksförbund,https://www.tjustbanken.se,,,,,,,,,none,,none,,none,,none,,none,,false
Sparbanken Tranemo,Sweden,SE,,,0,0,Sparbankernas Riksförbund,https://www.sparbankentranemo.se,,,,,,,,,none,,none,,none,,none,,none,,false
Sparbanken Tanum,Sweden,SE,,,0,0,Sparbankernas Riksförbund,https://www.sparbankentanum.se,,,,,,,,,none,,none,,none,,none,,none,,false
Sparbanken Sjuhärad,Sweden,SE,,,0,0,Sparbankernas Riksförbund,https://sparbankensjuharad.se,,,,,,,,,none,,none,,none,,none,,none,,false
Sparbanken Mälardalen,Sweden,SE,,,0,0,Sparbankernas Riksförbund,https://www.sparbankenmalardalen.se,,,,,,,,,none,,none,,none,,none,,none,,false
Sörmlands Sparbank,Sweden,SE,,,0,0,Sparbankernas Riksförbund,https://www.sormlandssparbank.se,,,,,,,,,none,,none,,none,,none,,none,,false
Södra Hestra Sparbank,Sweden,SE,,,0,0,Sparbankernas Riksförbund,https://www.sodrahestrasparbank.se,,,,,,,,,none,,none,,none,,none,,none,,false
Sölvesborg-Mjällby Sparbank,Sweden,SE,,,0,0,Sparbankernas Riksförbund,https://www.smsparbank.se,,,,,,,,,none,,none,,none,,none,,none,,false
Tidaholms Sparbank,Sweden,SE,,,0,0,Sparbankernas Riksförbund,https://www.tidaholms-sparbank.se,,,,,,,,,none,,none,,none,,none,,none,,false
Tjörns Sparbank,Sweden,SE,,,0,0,Sparbankernas Riksförbund,https://www.tjorns-sparbank.se,,,,,,,,,none,,none,,none,,none,,none,,false
Ulricehamns Sparbank,Sweden,SE,,,0,0,Sparbankernas Riksförbund,https://www.ulricehamnssparbank.se,,,,,,,,,none,,none,,none,,none,,none,,false
Valdemarsviks Sparbank,Sweden,SE,,,0,0,Sparbankernas Riksförbund,https://www.valdemarsvikssparbank.se,,,,,,,,,none,,none,,none,,none,,none,,false
Vadstena Sparbank,Sweden,SE,,,0,0,Sparbankernas Riksförbund,https://www.vadstenasparbank.se,,,,,,,,,none,,none,,none,,none,,none,,false
Westra Wermlands Sparbank,Sweden,SE,,,0,0,Sparbankernas Riksförbund,https://www.wwsparbank.se,,,,,,,,,none,,none,,none,,none,,none,,false
Varbergs Sparbank,Sweden,SE,,,0,0,Sparbankernas Riksförbund,https://www.varbergssparbank.se,,,,,,,,,none,,none,,none,,none,,none,,false
Vimmerby Sparbank,Sweden,SE,,,0,0,Sparbankernas Riksförbund,https://www.vimmerbysparbank.se,,,,,,,,,none,,none,,none,,none,,none,,false
Virserums Sparbank,Sweden,SE,,,0,0,Sparbankernas Riksförbund,https://www.virserumssparbank.se,,,,,,,,,none,,none,,none,,none,,none,,false
Ålems Sparbank,Sweden,SE,,,0,0,Sparbankernas Riksförbund,https://www.alemssparbank.se,,,,,,,,,none,,none,,none,,none,,none,,false
Åse Viste Sparbank,Sweden,SE,,,0,0,Sparbankernas Riksförbund,https://www.aseochvisteharadssparbank.se,,,,,,,,,none,,none,,none,,none,,none,,false
Ölands Bank,Sweden,SE,,,0,0,Sparbankernas Riksförbund,https://www.olandsbank.se,,,,,,,,,none,,none,,none,,none,,none,,false
Sparkasse Aachen,Germany,DE,Aachen,,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Kreissparkasse Ostalb,Germany,DE,Aalen,,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Sparkasse Westmünsterland,Germany,DE,Ahaus,,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Sparkasse Altbayern,Germany,DE,Aichach,,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Sparkasse Altenburger Land,Germany,DE,Altenburg,,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Sparkasse Amberg-Sulzbach,Germany,DE,Amberg,,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Erzgebirgssparkasse,Germany,DE,Annaberg-Buchholz,,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Sparkasse Ansbach,Germany,DE,Ansbach,,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Sparkasse Aschaffenburg Miltenberg,Germany,DE,Aschaffenburg/Miltenberg,,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Sparkasse Attendorn-Lennestadt-Kirchhundem,Germany,DE,Attendorn,,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Stadtsparkasse Augsburg,Germany,DE,Augsburg,,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Sparkasse Aurich-Norden,Germany,DE,Aurich/Norden,,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Sparkasse Rhein-Haardt,Germany,DE,Bad Dürkheim,,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Sparkasse Bad Hersfeld-Rotenburg,Germany,DE,Bad Hersfeld,,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Taunus Sparkasse,Germany,DE,Bad Homburg vor der Höhe,,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Sparkasse Bad Kissingen,Germany,DE,Bad Kissingen,,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Sparkasse Rhein-Nahe,Germany,DE,Bad Kreuznach,,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Sparkasse Westerwald-Sieg,Germany,DE,Bad Marienberg,,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Kreissparkasse Ahrweiler,Germany,DE,Bad Neuenahr-Ahrweiler,,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Sparkasse Bad Neustadt a. d. Saale,Germany,DE,Bad Neustadt an der Saale,,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Sparkasse Bad Oeynhausen - Porta Westfalica,Germany,DE,Bad Oeynhausen,,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Sparkasse Holstein,Germany,DE,Bad Oldesloe,,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Stadtsparkasse Bad Pyrmont,Germany,DE,Bad Pyrmont,,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Sparkasse Berchtesgadener Land,Germany,DE,Bad Reichenhall,,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Sparkasse Bad Tölz-Wolfratshausen,Germany,DE,Bad Tölz,,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Sparkasse Baden-Baden Gaggenau,Germany,DE,Baden-Baden,,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Ostsächsische Sparkasse Dresden,Germany,DE,Dresden,,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Sparkasse Dortmund,Germany,DE,Dortmund,,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Sparkasse Duisburg,Germany,DE,Duisburg,,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Stadtsparkasse Düsseldorf,Germany,DE,Düsseldorf,,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Kreissparkasse Düsseldorf,Germany,DE,Düsseldorf,,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Sparkasse Oder-Spree,Germany,DE,Frankfurt (Oder),,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Sparkasse Mittelsachsen,Germany,DE,Freiberg,,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Sparkasse Freiburg-Nördlicher Breisgau,Germany,DE,Freiburg im Breisgau,,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Sparkasse Freising Moosburg,Germany,DE,Freising,,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Kreissparkasse Freudenstadt,Germany,DE,Freudenstadt,,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Sparkasse Oberhessen,Germany,DE,Friedberg (Hessen),,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Sparkasse Fulda,Germany,DE,Fulda,,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Sparkasse Fürth,Germany,DE,Fürth,,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Sparkasse Gelsenkirchen,Germany,DE,Gelsenkirchen,,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Sparkasse an Ennepe und Ruhr,Germany,DE,Gevelsberg,,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Sparkasse Kaiserslautern,Germany,DE,Kaiserslautern,,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Sparkasse Karlsruhe,Germany,DE,Karlsruhe,,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Kasseler Sparkasse,Germany,DE,Kassel,,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Förde Sparkasse,Germany,DE,Kiel,,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Kreissparkasse Köln,Germany,DE,Köln,,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Sparkasse KölnBonn,Germany,DE,Köln,,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Sparkasse Krefeld,Germany,DE,Krefeld,,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Sparkasse Leverkusen,Germany,DE,Leverkusen,,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Kreissparkasse Limburg,Germany,DE,Limburg an der Lahn,,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Sparkasse Lörrach-Rheinfelden,Germany,DE,Lörrach,,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Kreissparkasse Ludwigsburg,Germany,DE,Ludwigsburg,,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Sparkasse Lüneburg,Germany,DE,Lüneburg,,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Sparkasse Magdeburg,Germany,DE,Magdeburg,,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Rheinhessen Sparkasse,Germany,DE,Mainz,,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Sparkasse Rhein Neckar Nord,Germany,DE,Mannheim,,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Sparkasse Marburg-Biedenkopf,Germany,DE,Marburg,,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Sparkasse Passau,Germany,DE,Passau,,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Sparkasse Pforzheim Calw,Germany,DE,Pforzheim,,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Sparkasse Uckermark,Germany,DE,Prenzlau,,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Mittelbrandenburgische Sparkasse in Potsdam,Germany,DE,Potsdam,,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Sparkasse Saarbrücken,Germany,DE,Saarbrücken,,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Kreissparkasse Saarlouis,Germany,DE,Saarlouis,,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Stadtsparkasse Schwedt,Germany,DE,Schwedt/Oder,,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Sparkasse Schweinfurt-Haßberge,Germany,DE,Schweinfurt,,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Sparkasse Mecklenburg-Schwerin,Germany,DE,Schwerin,,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Sparkasse Siegen,Germany,DE,Siegen,,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Hohenzollerische Landesbank Kreissparkasse Sigmaringen,Germany,DE,Sigmaringen,,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Sparkasse Hegau-Bodensee,Germany,DE,Singen,,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Stadt-Sparkasse Solingen,Germany,DE,Solingen,,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Sparkasse Sonneberg,Germany,DE,Sonneberg,,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Kreissparkasse Stade,Germany,DE,Stade,,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Sparkasse Niederbayern-Mitte,Germany,DE,Straubing,,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Sparkasse Märkisch-Oderland,Germany,DE,Strausberg,,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Kreissparkasse Diepholz,Germany,DE,Syke,,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Kreissparkasse Traunstein-Trostberg,Germany,DE,Traunstein,,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Sparkasse Trier,Germany,DE,Trier,,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Kreissparkasse Tübingen,Germany,DE,Tübingen,,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Sparkasse Ulm,Germany,DE,Ulm,,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Sparkasse Hilden-Ratingen-Velbert,Germany,DE,Velbert,,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Kreissparkasse Verden,Germany,DE,Verden (Aller),,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Sparkasse Schwarzwald-Baar,Germany,DE,Villingen-Schwenningen,,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Kreissparkasse Waiblingen,Germany,DE,Waiblingen,,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Sparkasse Hochrhein,Germany,DE,Waldshut-Tiengen,,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Müritz-Sparkasse,Germany,DE,Waren (Müritz),,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Sparkasse Oberpfalz Nord,Germany,DE,Weiden in der Oberpfalz,,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Nassauische Sparkasse,Germany,DE,Wiesbaden,,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Sparkasse Mecklenburg-Nordwest,Germany,DE,Wismar,,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Stadtsparkasse Wuppertal,Germany,DE,Wuppertal,,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Sparkasse Mainfranken Würzburg,Germany,DE,Würzburg,,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Sparkasse Burgenlandkreis,Germany,DE,Zeitz,,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Sparkasse Rotenburg Osterholz,Germany,DE,Zeven,,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Sparkasse Oberlausitz-Niederschlesien,Germany,DE,Zittau,,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Sparkasse Zwickau,Germany,DE,Zwickau,,0,0,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Caixa Ontinyent,Spain,ES,Ontinyent,,0,0,CECA,https://www.caixaontinyent.es,,,,,,,,,none,,none,,none,,none,,none,,false
Caixa Pollença (Colonya),Spain,ES,Pollença,,0,0,CECA,https://www.colonya.es,,,,,,,,,none,,none,,none,,none,,none,,false
Cecabank,Spain,ES,Madrid,,0,0,CECA,https://www.cecabank.es,,,,,,,,,none,,none,,none,,none,,none,,false
SpareBank 1 BV,Norway,NO,Tonsberg,,0,0,SpareBank 1 Alliance,https://www.sparebank1.no/bv,,,,,,,,,none,,none,,none,,none,,none,,false
SpareBank 1 Ringerike Hadeland,Norway,NO,Honefoss,,0,0,SpareBank 1 Alliance,https://www.sparebank1.no/ringerike-hadeland,,,,,,,,,none,,none,,none,,none,,none,,false
SpareBank 1 Hallingdal Valdres,Norway,NO,Gol,,0,0,SpareBank 1 Alliance,https://www.sparebank1.no/hallingdal-valdres,,,,,,,,,none,,none,,none,,none,,none,,false
SpareBank 1 Modum,Norway,NO,Vikersund,,0,0,SpareBank 1 Alliance,https://www.sparebank1.no/modum,,,,,,,,,none,,none,,none,,none,,none,,false
SpareBank 1 Sorost-Norge,Norway,NO,Arendal,,0,0,SpareBank 1 Alliance,https://www.sparebank1.no/sorost-norge,,,,,,,,,none,,none,,none,,none,,none,,false
SpareBank 1 Telemark,Norway,NO,Skien,,0,0,SpareBank 1 Alliance,https://www.sparebank1.no/telemark,,,,,,,,,none,,none,,none,,none,,none,,false
SpareBank 1 Nordmore,Norway,NO,Kristiansund,,0,0,SpareBank 1 Alliance,https://www.sparebank1.no/nordmore,,,,,,,,,none,,none,,none,,none,,none,,false
SpareBank 1 Helgeland,Norway,NO,Mo i Rana,,0,0,SpareBank 1 Alliance,https://www.sparebank1.no/helgeland,,,,,,,,,none,,none,,none,,none,,none,,false
SpareBank 1 Lom og Skjak,Norway,NO,Lom,,0,0,SpareBank 1 Alliance,https://www.sparebank1.no/lom-og-skjaak,,,,,,,,,none,,none,,none,,none,,none,,false
SpareBank 1 Gudbrandsdal,Norway,NO,Lillehammer,,0,0,SpareBank 1 Alliance,https://www.sparebank1.no/gudbrandsdal,,,,,,,,,none,,none,,none,,none,,none,,false
Sparebanken Din,Norway,NO,Notodden,,0,0,Eika Gruppen,https://www.sparebankendin.no,,,,,,,,,none,,none,,none,,none,,none,,false
Aurskog Sparebank,Norway,NO,Aurskog,,0,0,Eika Gruppen,https://www.aurskog-sparebank.no,,,,,,,,,none,,none,,none,,none,,none,,false
Bien Sparebank,Norway,NO,Drammen,,0,0,Eika Gruppen,https://www.bien.no,,,,,,,,,none,,none,,none,,none,,none,,false
Cultura Sparebank,Norway,NO,Oslo,,0,0,Eika Gruppen,https://www.markup.no,,,,,,,,,none,,none,,none,,none,,none,,false
Drangedal Sparebank,Norway,NO,Drangedal,,0,0,Eika Gruppen,https://www.drangedalsparebank.no,,,,,,,,,none,,none,,none,,none,,none,,false
Eidsberg Sparebank,Norway,NO,Mysen,,0,0,Eika Gruppen,https://www.eidsbergsparebank.no,,,,,,,,,none,,none,,none,,none,,none,,false
Etne Sparebank,Norway,NO,Etne,,0,0,Eika Gruppen,https://www.etnesparebank.no,,,,,,,,,none,,none,,none,,none,,none,,false
Flekkefjord Sparebank,Norway,NO,Flekkefjord,,0,0,Eika Gruppen,https://www.flekkefjordsparebank.no,,,,,,,,,none,,none,,none,,none,,none,,false
Grue Sparebank,Norway,NO,Kirkenær,,0,0,Eika Gruppen,https://www.gruesparebank.no,,,,,,,,,none,,none,,none,,none,,none,,false
Haltdalen Sparebank,Norway,NO,Haltdalen,,0,0,Eika Gruppen,https://www.haltdalensparebank.no,,,,,,,,,none,,none,,none,,none,,none,,false
Hjartdal og Gransherad Sparebank,Norway,NO,Hjartdal,,0,0,Eika Gruppen,https://www.hjartdalsparebank.no,,,,,,,,,none,,none,,none,,none,,none,,false
