country,country_code,bank_name,city,website,parent_group,source_url,access_date,status,notes
Sweden,SE,Skurups Sparbank,,https://www.skurupssparbank.se,Sparbankernas Riksförbund,https://sparbankerna.se/om-sparbankerna/sparbanker.html,2026-02-12,enumerated,Member listed on Sparbankernas Riksförbund page.
Sweden,SE,Snapphanebygdens Sparbank,,https://www.snapphanebygdenssparbank.se,Sparbankernas Riksförbund,https://sparbankerna.se/om-sparbankerna/sparbanker.html,2026-02-12,enumerated,Member listed on Sparbankernas Riksförbund page.
Sweden,SE,Sparbanken Bergslagen,,https://www.sparbankenbergslagen.se,Sparbankernas Riksförbund,https://sparbankerna.se/om-sparbankerna/sparbanker.html,2026-02-12,enumerated,Member listed on Sparbankernas Riksförbund page.
Sweden,SE,Sparbanken Boken,,https://www.sparbankenboken.se,Sparbankernas Riksförbund,https://sparbankerna.se/om-sparbankerna/sparbanker.html,2026-02-12,enumerated,Member listed on Sparbankernas Riksförbund page.
Sweden,SE,Sparbanken Alingsås,,https://www.sparbankenalingsas.se,Sparbankernas Riksförbund,https://sparbankerna.se/om-sparbankerna/sparbanker.html,2026-02-12,enumerated,Member listed on Sparbankernas Riksförbund page.
Sweden,SE,Sparbanken Eken,,https://www.sparbankeneken.se,Sparbankernas Riksförbund,https://sparbankerna.se/om-sparbankerna/sparbanker.html,2026-02-12,enumerated,Member listed on Sparbankernas Riksförbund page.
Sweden,SE,Sparbanken Gotland,,https://www.sparbankengotland.se,Sparbankernas Riksförbund,https://sparbankerna.se/om-sparbankerna/sparbanker.html,2026-02-12,enumerated,Member listed on Sparbankernas Riksförbund page.
Sweden,SE,Sparbanken Göinge,,https://www.sparbankengoinge.se,Sparbankernas Riksförbund,https://sparbankerna.se/om-sparbankerna/sparbanker.html,2026-02-12,enumerated,Member listed on Sparbankernas Riksförbund page.
Sweden,SE,Sparbanken i Enköping,,https://www.sparbankenenkoping.se,Sparbankernas Riksförbund,https://sparbankerna.se/om-sparbankerna/sparbanker.html,2026-02-12,enumerated,Member listed on Sparbankernas Riksförbund page.
Sweden,SE,Sparbanken i Karlshamn,,https://www.sparbankenikarlshamn.se,Sparbankernas Riksförbund,https://sparbankerna.se/om-sparbankerna/sparbanker.html,2026-02-12,enumerated,Member listed on Sparbankernas Riksförbund page.
Sweden,SE,Sparbanken Lidköping,,https://www.sparbankenlidkoping.se,Sparbankernas Riksförbund,https://sparbankerna.se/om-sparbankerna/sparbanker.html,2026-02-12,enumerated,Member listed on Sparbankernas Riksförbund page.
Sweden,SE,Sparbanken Nord,,https://www.sparbankennord.se,Sparbankernas Riksförbund,https://sparbankerna.se/om-sparbankerna/sparbanker.html,2026-02-12,enumerated,Member listed on Sparbankernas Riksförbund page.
Sweden,SE,Sparbanken Skaraborg,,https://www.sparbankenskaraborg.se,Sparbankernas Riksförbund,https://sparbankerna.se/om-sparbankerna/sparbanker.html,2026-02-12,enumerated,Member listed on Sparbankernas Riksförbund page.
Sweden,SE,Sparbanken Skåne,,https://www.sparbankenskane.se,Sparbankernas Riksförbund,https://sparbankerna.se/om-sparbankerna/sparbanker.html,2026-02-12,enumerated,Member listed on Sparbankernas Riksförbund page.
Sweden,SE,Sparbanken Spira,,https://www.tjustbanken.se,Sparbankernas Riksförbund,https://sparbankerna.se/om-sparbankerna/sparbanker.html,2026-02-12,enumerated,Member listed on Sparbankernas Riksförbund page.
Sweden,SE,Sparbanken Tranemo,,https://www.sparbankentranemo.se,Sparbankernas Riksförbund,https://sparbankerna.se/om-sparbankerna/sparbanker.html,2026-02-12,enumerated,Member listed on Sparbankernas Riksförbund page.
Sweden,SE,Sparbanken Tanum,,https://www.sparbankentanum.se,Sparbankernas Riksförbund,https://sparbankerna.se/om-sparbankerna/sparbanker.html,2026-02-12,enumerated,Member listed on Sparbankernas Riksförbund page.
Sweden,SE,Sparbanken Sjuhärad,,https://sparbankensjuharad.se,Sparbankernas Riksförbund,https://sparbankerna.se/om-sparbankerna/sparbanker.html,2026-02-12,enumerated,Member listed on Sparbankernas Riksförbund page.
Sweden,SE,Sparbanken Mälardalen,,https://www.sparbankenmalardalen.se,Sparbankernas Riksförbund,https://sparbankerna.se/om-sparbankerna/sparbanker.html,2026-02-12,enumerated,Member listed on Sparbankernas Riksförbund page.
Sweden,SE,Sörmlands Sparbank,,https://www.sormlandssparbank.se,Sparbankernas Riksförbund,https://sparbankerna.se/om-sparbankerna/sparbanker.html,2026-02-12,enumerated,Member listed on Sparbankernas Riksförbund page.
Sweden,SE,Södra Hestra Sparbank,,https://www.sodrahestrasparbank.se,Sparbankernas Riksförbund,https://sparbankerna.se/om-sparbankerna/sparbanker.html,2026-02-12,enumerated,Member listed on Sparbankernas Riksförbund page.
Sweden,SE,Sölvesborg-Mjällby Sparbank,,https://www.smsparbank.se,Sparbankernas Riksförbund,https://sparbankerna.se/om-sparbankerna/sparbanker.html,2026-02-12,enumerated,Member listed on Sparbankernas Riksförbund page.
Sweden,SE,Tidaholms Sparbank,,https://www.tidaholms-sparbank.se,Sparbankernas Riksförbund,https://sparbankerna.se/om-sparbankerna/sparbanker.html,2026-02-12,enumerated,Member listed on Sparbankernas Riksförbund page.
Sweden,SE,Tjörns Sparbank,,https://www.tjorns-sparbank.se,Sparbankernas Riksförbund,https://sparbankerna.se/om-sparbankerna/sparbanker.html,2026-02-12,enumerated,Member listed on Sparbankernas Riksförbund page.
Sweden,SE,Ulricehamns Sparbank,,https://www.ulricehamnssparbank.se,Sparbankernas Riksförbund,https://sparbankerna.se/om-sparbankerna/sparbanker.html,2026-02-12,enumerated,Member listed on Sparbankernas Riksförbund page.
Sweden,SE,Valdemarsviks Sparbank,,https://www.valdemarsvikssparbank.se,Sparbankernas Riksförbund,https://sparbankerna.se/om-sparbankerna/sparbanker.html,2026-02-12,enumerated,Member listed on Sparbankernas Riksförbund page.
Sweden,SE,Vadstena Sparbank,,https://www.vadstenasparbank.se,Sparbankernas Riksförbund,https://sparbankerna.se/om-sparbankerna/sparbanker.html,2026-02-12,enumerated,Member listed on Sparbankernas Riksförbund page.
Sweden,SE,Westra Wermlands Sparbank,,https://www.wwsparbank.se,Sparbankernas Riksförbund,https://sparbankerna.se/om-sparbankerna/sparbanker.html,2026-02-12,enumerated,Member listed on Sparbankernas Riksförbund page.
Sweden,SE,Varbergs Sparbank,,https://www.varbergssparbank.se,Sparbankernas Riksförbund,https://sparbankerna.se/om-sparbankerna/sparbanker.html,2026-02-12,enumerated,Member listed on Sparbankernas Riksförbund page.
Sweden,SE,Vimmerby Sparbank,,https://www.vimmerbysparbank.se,Sparbankernas Riksförbund,https://sparbankerna.se/om-sparbankerna/sparbanker.html,2026-02-12,enumerated,Member listed on Sparbankernas Riksförbund page.
Sweden,SE,Virserums Sparbank,,https://www.virserumssparbank.se,Sparbankernas Riksförbund,https://sparbankerna.se/om-sparbankerna/sparbanker.html,2026-02-12,enumerated,Member listed on Sparbankernas Riksförbund page.
Sweden,SE,Ålems Sparbank,,https://www.alemssparbank.se,Sparbankernas Riksförbund,https://sparbankerna.se/om-sparbankerna/sparbanker.html,2026-02-12,enumerated,Member listed on Sparbankernas Riksförbund page.
Sweden,SE,Åse Viste Sparbank,,https://www.aseochvisteharadssparbank.se,Sparbankernas Riksförbund,https://sparbankerna.se/om-sparbankerna/sparbanker.html,2026-02-12,enumerated,Member listed on Sparbankernas Riksförbund page.
Sweden,SE,Ölands Bank,,https://www.olandsbank.se,Sparbankernas Riksförbund,https://sparbankerna.se/om-sparbankerna/sparbanker.html,2026-02-12,enumerated,Member listed on Sparbankernas Riksförbund page.
Germany,DE,Sparkasse Aachen,Aachen,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Kreissparkasse Ostalb,Aalen,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Sparkasse Westmünsterland,Ahaus,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Sparkasse Altbayern,Aichach,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Sparkasse Altenburger Land,Altenburg,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Sparkasse Amberg-Sulzbach,Amberg,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Erzgebirgssparkasse,Annaberg-Buchholz,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Sparkasse Ansbach,Ansbach,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Sparkasse Aschaffenburg Miltenberg,Aschaffenburg/Miltenberg,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Sparkasse Attendorn-Lennestadt-Kirchhundem,Attendorn,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Stadtsparkasse Augsburg,Augsburg,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Sparkasse Aurich-Norden,Aurich/Norden,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Sparkasse Rhein-Haardt,Bad Dürkheim,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Sparkasse Bad Hersfeld-Rotenburg,Bad Hersfeld,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Taunus Sparkasse,Bad Homburg vor der Höhe,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Sparkasse Bad Kissingen,Bad Kissingen,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Sparkasse Rhein-Nahe,Bad Kreuznach,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Sparkasse Westerwald-Sieg,Bad Marienberg,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Kreissparkasse Ahrweiler,Bad Neuenahr-Ahrweiler,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Sparkasse Bad Neustadt a. d. Saale,Bad Neustadt an der Saale,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Sparkasse Bad Oeynhausen - Porta Westfalica,Bad Oeynhausen,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Sparkasse Holstein,Bad Oldesloe,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Stadtsparkasse Bad Pyrmont,Bad Pyrmont,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Sparkasse Berchtesgadener Land,Bad Reichenhall,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Sparkasse Bad Tölz-Wolfratshausen,Bad Tölz,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Sparkasse Baden-Baden Gaggenau,Baden-Baden,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Ostsächsische Sparkasse Dresden,Dresden,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Sparkasse Dortmund,Dortmund,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Sparkasse Duisburg,Duisburg,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Stadtsparkasse Düsseldorf,Düsseldorf,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Kreissparkasse Düsseldorf,Düsseldorf,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Frankfurter Sparkasse,Frankfurt am Main,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Sparkasse Oder-Spree,Frankfurt (Oder),,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Sparkasse Mittelsachsen,Freiberg,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Sparkasse Freiburg-Nördlicher Breisgau,Freiburg im Breisgau,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Sparkasse Freising Moosburg,Freising,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Kreissparkasse Freudenstadt,Freudenstadt,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Sparkasse Oberhessen,Friedberg (Hessen),,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Sparkasse Fulda,Fulda,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Sparkasse Fürth,Fürth,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Sparkasse Gelsenkirchen,Gelsenkirchen,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Sparkasse an Ennepe und Ruhr,Gevelsberg,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Sparkasse Kaiserslautern,Kaiserslautern,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Sparkasse Karlsruhe,Karlsruhe,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Kasseler Sparkasse,Kassel,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Förde Sparkasse,Kiel,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Kreissparkasse Köln,Köln,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Sparkasse KölnBonn,Köln,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Sparkasse Krefeld,Krefeld,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Sparkasse Leverkusen,Leverkusen,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Kreissparkasse Limburg,Limburg an der Lahn,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Sparkasse Lörrach-Rheinfelden,Lörrach,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Kreissparkasse Ludwigsburg,Ludwigsburg,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Sparkasse Lüneburg,Lüneburg,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Sparkasse Magdeburg,Magdeburg,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Rheinhessen Sparkasse,Mainz,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Sparkasse Rhein Neckar Nord,Mannheim,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Sparkasse Marburg-Biedenkopf,Marburg,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Sparkasse Passau,Passau,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Sparkasse Pforzheim Calw,Pforzheim,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Sparkasse Uckermark,Prenzlau,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Mittelbrandenburgische Sparkasse in Potsdam,Potsdam,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Sparkasse Saarbrücken,Saarbrücken,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Kreissparkasse Saarlouis,Saarlouis,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Stadtsparkasse Schwedt,Schwedt/Oder,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Sparkasse Schweinfurt-Haßberge,Schweinfurt,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
